TYPEID,GROUPID,TYPENAME,MASS,VOLUME,CAPACITY,PORTIONSIZE,RACEID,BASEPRICE,PUBLISHED,MARKETGROUPID,CHANCEOFDUPLICATING
366311,351121,State Enhanced Shield Extender,0,0,0,1,,0,1,366287,0
366312,351121,State Complex Shield Extender,0,0,0,1,,0,1,366288,0
366313,351121,State Basic Shield Recharger,0,0,0,1,,0,1,366286,0
366314,351121,State Enhanced Shield Recharger,0,0,0,1,,0,1,366287,0
366315,351121,State Complex Shield Recharger,0,0,0,1,,0,1,366288,0
366316,351121,State Basic Shield Regulator,0,0,0,1,,0,1,366286,0
366317,351121,State Enhanced Shield Regulator,0,0,0,1,,0,1,366287,0
366318,351121,State Complex Shield Regulator,0,0,0,1,,0,1,366288,0
366319,351121,Republic Basic PG Upgrade,0,0,0,1,,0,1,366279,0
366320,351121,Republic Enhanced PG Upgrade,0,0,0,1,,0,1,366280,0
366321,351121,Republic Complex PG Upgrade,0,0,0,1,,0,1,366281,0
366322,351121,Republic Basic CPU Upgrade,0,0,0,1,,0,1,366279,0
366323,351121,Republic Enhanced CPU Upgrade,0,0,0,1,,0,1,366280,0
366324,351121,Republic Complex CPU Upgrade,0,0,0,1,,0,1,366281,0
366336,351064,'State Peacekeeper' Assault C/1-Series,0,0.01,0,1,,8040,1,354377,0
366337,351064,'State Peacekeeper' Assault ck.0,0,0.01,0,1,,35250,1,354378,0
366338,351064,'Republic Command' Assault M/1-Series,0,0.01,0,1,,8040,1,354377,0
366339,351064,'Republic Command' Assault mk.0,0,0.01,0,1,,35250,1,354378,0
366340,351064,'Imperial Guard' Assault A/1-Series,0,0.01,0,1,,8040,1,354377,0
366341,351064,'Imperial Guard' Assault ak.0,0,0.01,0,1,,35250,1,354378,0
366342,351064,'Federal Marine' Assault G/1-Series,0,0.01,0,1,,8040,1,354377,0
366343,351064,'Federal Marine' Assault gk.0,0,0.01,0,1,,35250,1,354378,0
366344,350858,'Imperial Guard'  VZN-20 Forge Gun,0,0.01,0,1,,10770,1,354336,0
366345,350858,'Imperial Guard' Viziam Forge Gun,0,0.01,0,1,,28845,1,354337,0
366346,351064,'Stahl' Assault C-I,0,0.01,0,1,,4905,1,354376,0
366363,351064,Federation Assault G-I,0,0.01,0,1,,3000,1,366200,0
366364,351064,Federation Assault G/1-Series,0,0.01,0,1,,8040,1,366201,0
366365,351064,Federation Assault gk.0,0,0.01,0,1,,21540,1,366202,0
366366,351064,Federation Logistics G-I,0,0.01,0,1,,3000,1,366200,0
366367,351064,Federation Logistics G/1-Series,0,0.01,0,1,,8040,1,366201,0
366368,351064,Federation Logistics gk.0,0,0.01,0,1,,21540,1,366202,0
366369,351064,Federation Scout G-I,0,0.01,0,1,,4905,1,366200,0
366370,351064,Federation Scout G/1-Series,0,0.01,0,1,,8040,1,366201,0
366371,351064,Federation Scout gk.0,0,0.01,0,1,,35250,1,366202,0
366372,350858,Federation Assault Rifle,0,0.01,0,1,,4020,1,366222,0
366373,350858,Federation GK-13 Burst Assault Rifle,0,0.01,0,1,,10770,1,366223,0
366374,350858,Federation GEK-38 Assault Rifle,0,0.01,0,1,,10770,1,366223,0
366375,350858,Federation Duvolle Tactical Assault Rifle,0,0.01,0,1,,28845,1,366224,0
366376,350858,Federation Plasma Cannon,0,0.01,0,1,,4020,1,366222,0
366377,350858,Federation KLA-90 Plasma Cannon,0,0.01,0,1,,10770,1,366223,0
366378,350858,Federation Allotek Plasma Cannon,0,0.01,0,1,,28845,1,366224,0
366379,350858,Federation Shotgun,0,0.01,0,1,,4020,1,366222,0
366380,350858,Federation CRG-3 Shotgun,0,0.01,0,1,,10770,1,366223,0
366381,350858,Federation CreoDron Shotgun,0,0.01,0,1,,28845,1,366224,0
366382,351210,Federation Grimsnes,0,0.01,0,1,,45000,1,366209,0
366383,351210,Federation Madrugar,0,0.01,0,1,,97500,1,366209,0
366384,351210,Federation Methana,0,0.01,0,1,,30000,1,366209,0
366385,350858,Federation 20GJ Blaster,0,0.01,0,1,,24105,1,366210,0
366386,350858,Federation 20GJ Neutron Blaster,0,0.01,0,1,,64605,1,366211,0
366387,350858,Federation 20GJ Ion Cannon,0,0.01,0,1,,105735,1,366212,0
366388,350858,Federation 80GJ Blaster,0,0.01,0,1,,64305,1,366210,0
366389,350858,Federation 80GJ Neutron Blaster,0,0.01,0,1,,172260,1,366211,0
366390,350858,Federation 80GJ Ion Cannon,0,0.01,0,1,,281955,1,366212,0
366391,351121,Federation Basic PG Upgrade,0,0.01,0,1,,1200,1,366253,0
366392,351121,Federation Enhanced PG Upgrade,0,0.01,0,1,,3210,1,366254,0
366393,351121,Federation Complex PG Upgrade,0,0.01,0,1,,3210,1,366255,0
366394,351121,Federation Basic Armor Plates,0,0.01,0,1,,900,1,366253,0
366395,351121,Federation Enhanced Armor Plates,0,0.01,0,1,,2415,1,366254,0
366396,351121,Federation Complex Armor Plates,0,0.01,0,1,,2415,1,366255,0
366397,351121,Federation Basic Kinetic Catalyzer,0,0.01,0,1,,675,1,366253,0
366398,351121,Federation Enhanced Kinetic Catalyzer,0,0.01,0,1,,1815,1,366254,0
366399,351121,Federation Complex Kinetic Catalyzer,0,0.01,0,1,,1815,1,366255,0
366400,351121,Federation Basic Armor Repairer,0,0.01,0,1,,1275,1,366253,0
366401,351121,Federation Enhanced Armor Repairer,0,0.01,0,1,,3420,1,366254,0
366402,351121,Federation Complex Armor Repairer,0,0.01,0,1,,3420,1,366255,0
366403,351121,Federation Basic Codebreaker,0,0.01,0,1,,975,1,366253,0
366404,351121,Federation Enhanced Codebreaker,0,0.01,0,1,,2610,1,366254,0
366405,351121,Federation Complex Codebreaker,0,0.01,0,1,,2610,1,366255,0
366406,351121,Federation Basic CPU Upgrade,0,0.01,0,1,,1200,1,366253,0
366407,351121,Federation Enhanced CPU Upgrade,0,0.01,0,1,,3210,1,366254,0
366408,351121,Federation Complex CPU Upgrade,0,0.01,0,1,,3210,1,366255,0
366409,351844,Federation Active Scanner,0,0.01,0,1,,1605,1,366261,0
366410,351844,Federation A-86 Active Scanner,0,0.01,0,1,,4305,1,366262,0
366411,351844,Federation CreoDron Active Scanner,0,0.01,0,1,,7050,1,366263,0
366412,351064,Imperial Assault A-I,0,0.01,0,1,,3000,1,366197,0
366413,351064,Imperial Assault A/1-Series,0,0.01,0,1,,8040,1,366198,0
366414,351064,Imperial Assault ak.0,0,0.01,0,1,,21540,1,366199,0
366415,351064,Imperial Commando A-I,0,0.01,0,1,,3000,1,366197,0
366416,351064,Imperial Commando A/1-Series,0,0.01,0,1,,13155,1,366198,0
366417,351064,Imperial Commando ak.0,0,0.01,0,1,,35250,1,366199,0
366418,351064,Imperial Logistics A-I,0,0.01,0,1,,3000,1,366197,0
366419,351064,Imperial Logistics A/1-Series,0,0.01,0,1,,8040,1,366198,0
366420,351064,Imperial Logistics ak.0,0,0.01,0,1,,21540,1,366199,0
366421,351064,Imperial Sentinel A-I,0,0.01,0,1,,4905,1,366197,0
366422,351064,Imperial Sentinel A/1-Series,0,0.01,0,1,,13155,1,366198,0
366423,351064,Imperial Sentinel ak.0,0,0.01,0,1,,35250,1,366199,0
366424,350858,Imperial Scrambler Rifle,0,0.01,0,1,,4020,1,366257,0
366425,350858,Imperial CRW-04 Scrambler Rifle,0,0.01,0,1,,10770,1,366258,0
366426,350858,Imperial CRD-9 Assault Scrambler Rifle,0,0.01,0,1,,10770,1,366258,0
366427,350858,Imperial Viziam Scrambler Rifle,0,0.01,0,1,,28845,1,366259,0
366428,350858,Imperial Carthum Assault Scrambler Rifle,0,0.01,0,1,,28845,1,366259,0
366429,350858,Imperial Laser Rifle,0,0.01,0,1,,4020,1,366257,0
366430,350858,Imperial ELM-7 Laser Rifle,0,0.01,0,1,,10770,1,366258,0
366431,350858,Imperial Scrambler Pistol,0,0.01,0,1,,1815,1,366257,0
366432,350858,Imperial Viziam Laser Rifle,0,0.01,0,1,,28845,1,366259,0
366433,350858,Imperial CAR-9 Burst Scrambler Pistol,0,0.01,0,1,,4845,1,366258,0
366434,350858,Imperial Viziam Scrambler Pistol,0,0.01,0,1,,12975,1,366259,0
366435,351121,Imperial Basic Cardiac Regulator,0,0.01,0,1,,720,1,366268,0
366436,351121,Imperial Enhanced Cardiac Regulator,0,0.01,0,1,,1935,1,366269,0
366437,351121,Imperial Complex Cardiac Regulator,0,0.01,0,1,,1935,1,366271,0
366438,351121,Imperial Basic Heavy Damage Modifier,0,0.01,0,1,,1275,1,366268,0
366439,351121,Imperial Enhanced Heavy Damage Modifier,0,0.01,0,1,,3420,1,366269,0
366440,351121,Imperial Complex Heavy Damage Modifier,0,0.01,0,1,,3420,1,366271,0
366441,351844,Imperial R-9 Drop Uplink,0,0.01,0,1,,3945,1,366266,0
366442,351844,Imperial Viziam Drop Uplink,0,0.01,0,1,,10575,1,366267,0
366443,351064,Republic Assault M-I,0,0.01,0,1,,3000,1,366203,0
366444,351064,Republic Assault M/1-Series,0,0.01,0,1,,8040,1,366204,0
366445,351064,Republic Assault mk.0,0,0.01,0,1,,21540,1,366205,0
366446,351064,Republic Logistics M-I,0,0.01,0,1,,4905,1,366203,0
366447,351064,Republic Logistics M/1-Series,0,0.01,0,1,,8040,1,366204,0
366448,351064,Republic Logistics mk.0,0,0.01,0,1,,35250,1,366205,0
366449,351064,Republic Scout M-I,0,0.01,0,1,,3000,1,366203,0
366450,351064,Republic Scout M/1-Series,0,0.01,0,1,,8040,1,366204,0
366451,351064,Republic Scout mk.0,0,0.01,0,1,,21540,1,366205,0
366452,350858,Republic Heavy Machine Gun,0,0.01,0,1,4,4020,1,366272,0
366453,350858,Republic MH-82 Heavy Machine Gun,0,0.01,0,1,,10770,1,366273,0
366454,350858,Republic Boundless Heavy Machine Gun,0,0.01,0,1,,28845,1,366274,0
366455,350858,Republic Submachine Gun,0,0.01,0,1,,1815,1,366272,0
366456,350858,Republic M512-A Submachine Gun,0,0.01,0,1,,4845,1,366273,0
366457,350858,Republic Six Kin Submachine Gun,0,0.01,0,1,,12975,1,366274,0
366458,350858,Republic Flaylock Pistol,0,0.01,0,1,,1815,1,366272,0
366459,350858,Republic GN-13 Flaylock Pistol,0,0.01,0,1,,4845,1,366273,0
366460,350858,Republic Core Flaylock Pistol,0,0.01,0,1,,12975,1,366274,0
366461,350858,Republic Mass Driver,0,0.01,0,1,,4020,1,366272,0
366462,350858,Republic EXO-5 Mass Driver,0,0.01,0,1,,10770,1,366273,0
366463,350858,Republic Freedom Mass Driver,0,0.01,0,1,,28845,1,366274,0
366464,350858,Republic SK9M Breach Submachine Gun,0,0.01,0,1,,4845,1,366273,0
366465,351121,Republic Basic Sidearm Damage Modifier,0,0.01,0,1,,1275,1,366279,0
366466,351121,Republic Enhanced Sidearm Damage Modifier,0,0.01,0,1,,3420,1,366280,0
366467,351121,Republic Complex Sidearm Damage Modifier,0,0.01,0,1,,3420,1,366281,0
366468,351121,Republic Basic Shield Extender,0,0.01,0,1,,975,1,366279,0
366469,351121,Republic Enhanced Shield Extender,0,0.01,0,1,,2610,1,366280,0
366470,351121,Republic Complex Shield Extender,0,0.01,0,1,,2610,1,366281,0
366471,351121,Republic Basic Shield Regulator,0,0.01,0,1,,675,1,366279,0
366472,351121,Republic Enhanced Shield Regulator,0,0.01,0,1,,1815,1,366280,0
366473,351121,Republic Complex Shield Regulator,0,0.01,0,1,,1815,1,366281,0
366474,351121,Republic Basic Shield Recharger,0,0.01,0,1,,1350,1,366279,0
366475,351121,Republic Enhanced Shield Recharger,0,0.01,0,1,,3615,1,366280,0
366476,351121,Republic Complex Shield Recharger,0,0.01,0,1,,3615,1,366281,0
366477,351121,Republic Basic Shield Energizer,0,0.01,0,1,,1350,1,366279,0
366478,351121,Republic Enhanced Shield Energizer,0,0.01,0,1,,3615,1,366280,0
366479,351121,Republic Complex Shield Energizer,0,0.01,0,1,,3615,1,366281,0
366480,351121,Republic Basic Myofibril Stimulant,0,0.01,0,1,,780,1,366279,0
366481,351121,Republic Enhanced Myofibril Stimulant,0,0.01,0,1,,2085,1,366280,0
366482,351121,Republic Complex Myofibril Stimulant,0,0.01,0,1,,2085,1,366281,0
366483,351844,Republic Remote Explosive,0,0.01,0,1,,4020,1,366276,0
366484,351844,Republic F/45 Remote Explosive,0,0.01,0,1,,10770,1,366277,0
366485,351844,Republic Boundless Remote Explosive,0,0.01,0,1,,28845,1,366278,0
366486,351844,Republic Repair Tool,0,0.01,0,1,,3015,1,366276,0
366487,351844,Republic A/7 Repair Tool,0,0.01,0,1,,8070,1,366277,0
366488,351844,Republic Core Repair Tool,0,0.01,0,1,,8070,1,366278,0
366489,351064,State Assault C-I,0,0.01,0,1,,4905,1,366206,0
366490,351064,State Logistics C-I,0,0.01,0,1,,3000,1,366206,0
366491,351064,State Assault C/1-Series,0,0.01,0,1,,8040,1,366207,0
366492,351064,State Logistics C/1-Series,0,0.01,0,1,,8040,1,366207,0
366493,351064,State Assault ck.0,0,0.01,0,1,,35250,1,366208,0
366494,351064,State Logistics ck.0,0,0.01,0,1,,21540,1,366208,0
366495,350858,State Rail Rifle,0,0.01,0,1,,4020,1,366219,0
366496,350858,State Sniper Rifle,0,0.01,0,1,,4020,1,366219,0
366497,350858,State Swarm Launcher,0,0.01,0,1,,4020,1,366219,0
366498,350858,State SL-4 Assault Rail Rifle,0,0.01,0,1,,10770,1,366220,0
366499,350858,State CBR7 Swarm Launcher,0,0.01,0,1,,10770,1,366220,0
366500,350858,State C15-A Tactical Sniper Rifle,0,0.01,0,1,,10770,1,366220,0
366501,350858,State NT-511 Sniper Rifle,0,0.01,0,1,,10770,1,366220,0
366502,350858,State SB-39 Rail Rifle,0,0.01,0,1,,10770,1,366220,0
366503,350858,State Ishukone Assault Rail Rifle,0,0.01,0,1,,28845,1,366221,0
366504,350858,State Wiyrkomi Swarm Launcher,0,0.01,0,1,,28845,1,366221,0
366505,350858,State Kaalakiota Sniper Rifle,0,0.01,0,1,,28845,1,366221,0
366506,350858,State Kaalakiota Rail Rifle,0,0.01,0,1,,28845,1,366221,0
366507,351210,State Myron,0,0.01,0,1,,45000,1,366216,0
366508,351210,State Gunnlogi,0,0.01,0,1,,97500,1,366216,0
366509,351210,State Saga,0,0.01,0,1,,30000,1,366216,0
366510,350858,State ST-1 Missile Launcher,0,0.01,0,1,,24105,1,366213,0
366511,350858,State ST-201 Missile Launcher,0,0.01,0,1,,64305,1,366213,0
366512,350858,State 20GJ Railgun,0,0.01,0,1,,24105,1,366213,0
366513,350858,State 80GJ Railgun,0,0.01,0,1,,64305,1,366213,0
366514,350858,State AT-1 Missile Launcher,0,0.01,0,1,,64605,1,366214,0
366515,350858,State 80GJ Particle Accelerator,0,0.01,0,1,,172260,1,366214,0
366516,350858,State AT-201 Missile Launcher,0,0.01,0,1,,172260,1,366214,0
366517,350858,State 20GJ Particle Accelerator,0,0.01,0,1,,64605,1,366214,0
366518,350858,State XT-1 Missile Launcher,0,0.01,0,1,,105735,1,366215,0
366519,350858,State 80GJ Particle Cannon,0,0.01,0,1,,281955,1,366215,0
366520,350858,State 20GJ Particle Cannon,0,0.01,0,1,,105735,1,366215,0
366521,350858,State XT-201 Missile Launcher,0,0.01,0,1,,281955,1,366215,0
366522,351121,State Basic Light Damage Modifier,0,0.01,0,1,,1275,1,366286,0
366523,351121,State Enhanced Light Damage Modifier,0,0.01,0,1,,3420,1,366287,0
366524,351121,State Complex Light Damage Modifier,0,0.01,0,1,,3420,1,366288,0
366525,351844,State Nanite Injector,0,0.01,0,1,,1605,1,366283,0
366526,351844,State Nanohive,0,0.01,0,1,,2415,1,366283,0
366527,351844,State K-17D Nanohive,0,0.01,0,1,,3945,1,366284,0
366528,351844,State KIN-012 Nanite Injector,0,0.01,0,1,,4305,1,366284,0
366529,351844,State Ishukone Nanohive,0,0.01,0,1,,10575,1,366285,0
366530,351844,State Wiyrkomi Nanite Injector,0,0.01,0,1,,7050,1,366285,0
366532,351844,ARN-18 Cloak Field,0,0.01,0,1,,3420,1,366754,0
366534,351844,Ishukone Cloak Field,0,0.01,0,1,,9150,1,366755,0
366587,351648,Bolt Pistol Fitting Optimization,0,0.01,0,1,,774000,1,353684,0
366589,351648,Bolt Pistol Ammo Capacity,0,0.01,0,1,,203000,1,353684,0
366590,351648,Bolt Pistol Proficiency,0,0.01,0,1,,567000,1,353684,0
366591,351648,Bolt Pistol Rapid Reload,0,0.01,0,1,,203000,1,353684,0
366592,351648,Bolt Pistol Operation,0,0.01,0,1,,149000,1,353684,0
366595,351648,Ion Pistol Fitting Optimization,0,0.01,0,1,,774000,1,353684,0
366596,351648,Ion Pistol Sharpshooter,0,0.01,0,1,,203000,1,353684,0
366597,351648,Ion Pistol Ammo Capacity,0,0.01,0,1,,203000,1,353684,0
366598,351648,Ion Pistol Proficiency,0,0.01,0,1,,567000,1,353684,0
366599,351648,Ion Pistol Rapid Reload,0,0.01,0,1,,203000,1,353684,0
366600,351648,Ion Pistol Operation,0,0.01,0,1,,149000,1,353684,0
366677,351064,'Neo' Sentinel M-I,0,0.01,0,1,,4905,1,354380,0
366678,351064,'Neo' Sentinel M/1-Series,0,0.01,0,1,,13155,1,354381,0
366679,351064,'Neo' Sentinel mk.0,0,0.01,0,1,,35250,1,354382,0
366680,351064,'Neo' Sentinel G-I,0,0.01,0,1,,4905,1,354380,0
366681,351064,'Neo' Sentinel G/1-Series,0,0,0,1,,13155,1,354381,0
366682,351064,'Neo' Sentinel gk.0,0,0.01,0,1,,35250,1,354382,0
366683,351064,'Neo' Sentinel C-I,0,0.01,0,1,,4905,1,354380,0
366684,351064,'Neo' Sentinel C/1-Series,0,0,0,1,,13155,1,354381,0
366685,351064,'Neo' Sentinel ck.0,0,0.01,0,1,,35250,1,354382,0
366686,351064,Gallente Heavy Frame G/1-Series,0,0.01,0,1,,8040,1,364895,0
366687,351064,Gallente Heavy Frame gk.0,0,0.01,0,1,4,34614,1,364896,0
366688,351064,Minmatar Heavy Frame M/1-Series,0,0.01,0,1,,8040,1,364895,0
366689,351064,Minmatar Heavy Frame mk.0,0,0.01,0,1,4,34614,1,364896,0
366690,351064,Caldari Heavy Frame C/1-Series,0,0.01,0,1,,8040,1,364895,0
366691,351064,Caldari Heavy Frame ck.0,0,0.01,0,1,4,34614,1,364896,0
366695,351064,Militia Caldari Heavy Frame,0,0.01,0,1,,610,1,355469,0
366696,351064,Militia Gallente Heavy Frame,0,0.01,0,1,,610,1,355469,0
366697,351064,Militia Minmatar Heavy Frame,0,0.01,0,1,,610,1,355469,0
366698,351064,Commando C-I,0,0.01,0,1,,3000,1,365279,0
366699,351064,Commando G-I,0,0.01,0,1,,3000,1,365279,0
366700,351064,Commando M-I,0,0.01,0,1,,3000,1,365279,0
366710,351064,Commando C/1-Series,0,0.01,0,1,,8040,1,365280,0
366711,351064,Commando ck.0,0,0.01,0,1,,57690,1,365282,0
366712,351064,Commando G/1-Series,0,0.01,0,1,,8040,1,365280,0
366713,351064,Commando gk.0,0,0.01,0,1,,57690,1,365282,0
366714,351064,Commando M/1-Series,0,0.01,0,1,,8040,1,365280,0
366715,351064,Commando mk.0,0,0.01,0,1,,57690,1,365282,0
366716,351064,'Neo' Commando C-I,0,0.01,0,1,,3000,1,365279,0
366717,351064,'Neo' Commando C/1-Series,0,0.01,0,1,,13155,1,365280,0
366718,351064,'Neo' Commando ck.0,0,0.01,0,1,,35250,1,365282,0
366719,351064,'Neo' Commando G-I,0,0.01,0,1,,3000,1,365279,0
366720,351064,'Neo' Commando G/1-Series,0,0.01,0,1,,13155,1,365280,0
366721,351064,'Neo' Commando gk.0,0,0.01,0,1,,35250,1,365282,0
366722,351064,'Neo' Commando M-I,0,0.01,0,1,,3000,1,365279,0
366723,351064,'Neo' Commando M/1-Series,0,0,0,1,,13155,1,365280,0
366724,351064,'Neo' Commando mk.0,0,0.01,0,1,,35250,1,365282,0
366732,351064,Amarr Light Frame A/1-Series,0,0.01,0,1,,8040,1,364887,0
366733,351064,Amarr Light Frame ak.0,0,0.01,0,1,4,34614,1,364888,0
366734,351064,Caldari Light Frame C/1-Series,0,0.01,0,1,,8040,1,364887,0
366735,351064,Caldari Light Frame ck.0,0,0.01,0,1,4,34614,1,364888,0
366736,351064,Militia Caldari Light Frame,0,0.01,0,1,,610,1,355469,0
366737,351064,Militia Amarr Light Frame,0,0.01,0,1,,610,1,355469,0
366749,351844,'Apparition' Cloak Field,0,0.01,0,1,,3420,1,366753,0
366750,351844,'Phantasm' ARN-18 Cloak Field,0,0.01,0,1,,5595,1,366754,0
366751,351844,'Poltergeist' Ishukone Cloak Field,0,0.01,0,1,,14985,1,366755,0
366760,351648,Cloak Field  Operation,0,0.01,0,1,,149000,1,353708,0
367223,350858,Militia Scrambler Rifle,0,0.01,0,1,,610,1,355463,0
367226,350858,Militia Rail Rifle,0,0.01,0,1,,610,1,355463,0
367227,350858,Militia Combat Rifle,0,0.01,0,1,,610,1,355463,0
367228,350858,Militia Plasma Cannon,0,0.01,0,1,,610,1,355463,0
367229,350858,Militia Laser Rifle,0,0.01,0,1,,610,1,355463,0
367230,350858,Militia Mass Driver,0,0.01,0,1,,610,1,355463,0
367382,351648,Nova Knife Fitting Optimization,0,0,0,1,,774000,1,353684,0
367436,350858,Militia Ion Pistol,0,0.01,0,1,,270,1,355463,0
367437,350858,Militia Bolt Pistol,0,0.01,0,1,,270,1,355463,0
367439,350858,Militia Magsec SMG,0,0.01,0,1,,270,1,355463,0
367440,350858,Militia Heavy Machine Gun,0,0.01,0,1,,610,1,355463,0
367442,351064,Frontline Special Issue Mk II-A,0,0.01,0,1,,6800,1,368019,0
367443,351064,Frontline Special Issue Mk II-C,0,0.01,0,1,,6800,1,368019,0
367450,351064,Frontline Special Issue Mk II-M,0,0.01,0,1,,6800,1,368019,0
367451,351064,Frontline Special Issue Mk II-G,0,0.01,0,1,,6800,1,368019,0
367453,351064,Defender Special Issue Mk II-A,0,0.01,0,1,,6800,1,368020,0
367455,351064,Defender Special Issue Mk II-C,0,0.01,0,1,,6800,1,368020,0
367456,351064,Defender Special Issue Mk II-M,0,0.01,0,1,,6800,1,368020,0
367457,351064,Defender Special Issue Mk II-G,0,0.01,0,1,,6800,1,368020,0
367472,350858,Militia Flaylock Pistol,0,0.01,0,1,,270,1,355463,0
367477,350858,Kubo’s GMK-16 Plasma Cannon,0,0.01,0,1,,126495,1,364058,0
367489,350858,Beacon’s ELI-74 Swarm Launcher,0,0.01,0,1,,126495,1,354367,0
367499,367487,Skill Tree Reset and Refund,0,0,0.1,1,,0,1,367486,0
367500,350858,Symb's FORK-5 Sniper Rifle,0,0.01,0,1,,126495,1,354350,0
367502,350858,Agimus' Modified AGO-56 Mass Driver,0,0.01,0,1,,126495,1,354620,0
367511,350858,Luis' Modified VC-107 Combat Rifle,0,0.01,0,1,,126495,1,365768,0
367517,350858,Kalante's RXS-05 Assault Rifle,0,0.01,0,1,,126495,1,354333,0
367519,350858,Ghalag's Modified MRT-17 Rail Rifle,0,0.01,0,1,,126495,1,365772,0
367528,350858,Darth's GIO-66 Scrambler Rifle,0,0.01,0,1,,126495,1,364054,0
367541,350858,Viktor’s NEG-1 Laser Rifle,0,0.01,0,1,,126495,1,354692,0
367548,350858,Alex's Modified ZX-030 Heavy Machine Gun,0,0.01,0,1,,126495,1,354567,0
367549,350858,Alldin's IMP-10 Forge Gun,0,0.01,0,1,,126495,1,354337,0
367552,350858,Bons' SIN-7 Shotgun,0,0.01,0,1,,126495,1,354698,0
367578,367580,Jara Kumora - Contract,0,0,0,1,4,0,1,367571,0
367586,350858,Militia Nova Knives,0,0.01,0,1,,270,1,355463,0
367587,350858,Militia Flaylock Pistol Blueprint,0,0.01,0,1,,270,1,355463,0
367589,350858,Militia Bolt Pistol Blueprint,0,0.01,0,1,,270,1,355463,0
367590,350858,Militia Ion Pistol Blueprint,0,0.01,0,1,,270,1,355463,0
367591,350858,Militia Nova Knife Blueprint,0,0.01,0,1,,270,1,355463,0
367592,350858,Militia Magsec SMG Blueprint,0,0.01,0,1,,270,1,355463,0
367596,367487,Instant Booster 2X,0,0,0,1,,0,1,,0
367597,367487,Instant Booster 3X,0,0,0,1,4,0,1,,0
367598,367487,Instant Booster 4X,0,0,0,1,4,0,1,,0
367600,367594,APEX 'Dominus' Sentinel,0,0.01,0,1,4,0,1,367565,0
367621,350858,Militia Scrambler Rifle Blueprint,0,0.01,0,1,,610,1,355463,0
367622,350858,Militia Laser Rifle Blueprint,0,0.01,0,1,,610,1,355463,0
367623,350858,Militia Rail Rifle Blueprint,0,0.01,0,1,,610,1,355463,0
367624,350858,Militia Combat Rifle Blueprint,0,0.01,0,1,,610,1,355463,0
367625,350858,Militia Plasma Cannon Blueprint,0,0.01,0,1,,610,1,355463,0
367627,350858,Militia Heavy Machine Gun Blueprint,0,0.01,0,1,,610,1,355463,0
367628,350858,Militia Forge Gun Blueprint,0,0.01,0,1,,610,1,355463,0
367629,350858,Militia Mass Driver Blueprint,0,0.01,0,1,,610,1,355463,0
367630,350858,Militia Flux Grenade,0,0.01,0,1,,180,1,355463,0
367631,350858,Militia Flux Grenade Blueprint,0,0.01,0,1,,180,1,355463,0
367632,350858,Militia AV Grenade,0,0.01,0,1,,180,1,355463,0
367633,350858,Militia AV Grenade Blueprint,0,0.01,0,1,,180,1,355463,0
367634,351064,'Quafe' Sentinel G-I,0,0.01,0,1,,3000,1,367565,0
367650,351064,'Quafe' Sentinel C-I,0,0.01,0,1,,3000,1,367565,0
367651,351064,'Quafe' Sentinel A-I,0,0.01,0,1,,3000,1,367565,0
367652,351064,'Quafe' Sentinel M-I,0,0.01,0,1,,3000,1,367565,0
367653,351064,'Quafe' Assault G-I,0,0.01,0,1,,3000,1,367565,0
367654,351064,'Quafe' Assault A-I,0,0.01,0,1,,3000,1,367565,0
367655,351064,'Quafe' Assault M-I,0,0.01,0,1,,3000,1,367565,0
367656,351064,'Quafe' Scout C-I,0,0.01,0,1,,3000,1,367565,0
367657,351064,'Quafe' Scout A-I,0,0.01,0,1,,3000,1,367565,0
367658,351064,'Quafe' Scout M-I,0,0.01,0,1,,3000,1,367565,0
367677,367594,APEX 'Shogun' Sentinel,0,0.01,0,1,1,0,1,367565,0
367679,367594,APEX 'Atlas' Sentinel,0,0.01,0,1,8,0,1,367565,0
367681,367594,APEX 'Warlord' Sentinel,0,0.01,0,1,2,0,1,367565,0
367685,367594,APEX 'Rasetsu' Assault,0,0.01,0,1,1,0,1,367565,0
367687,367594,APEX 'Spartan' Assault,0,0.01,0,1,8,0,1,367565,0
367689,367594,APEX 'Nomad' Assault,0,0.01,0,1,2,0,1,367565,0
